timestamp,5000,5100,5200,5300,5400,5500,S,T
0,-0.00013554700507434347,9.972508953955996e-05,0.0002138723186265578,0.00016049750770671597,-0.0006840650292287611,0.00034551711843029513,5245.0,7.0
100,-0.00014311552505253192,9.299938252562735e-05,0.00027024436589016994,0.00011025560894717575,-0.0006879701481102545,0.000357586315799829,5245.5,6.9999
200,-0.0001698405016526041,0.00013877792640330788,0.0002777413843975847,8.510623359744493e-05,-0.0007096824700023596,0.00037789742725660193,5246.5,6.9998
300,-6.348649306821622e-05,-4.639840280083393e-05,0.0002551923169872832,0.0001815978091964758,-0.0006259626701124177,0.0002990574397977279,5247.5,6.9997
400,-6.348694656757581e-05,-4.639873423546541e-05,0.0002551941398870137,0.00018159910639308288,-0.0006259671415137884,0.0002990595760367122,5247.5,6.9996
500,-0.0001504943032304036,0.00013872390969798913,0.0001926092838170218,0.00014076359072970682,-0.0006620734860189673,0.00034047100500462536,5247.5,6.9995
600,-5.385699100512488e-05,-2.2064952121763834e-05,0.00014988021583203087,0.00024987493644832055,-0.0005920276119629961,0.00026819440280960623,5245.0,6.9994
700,-0.00010430551546408706,5.364037032472811e-05,0.00018757803676540397,0.00019717628027851077,-0.0006503677401713624,0.0003162785682667979,5245.5,6.9993
800,-0.00010355584956111934,2.890065934401699e-05,0.0002459242722348213,0.0001650633628092861,-0.0006659827343909151,0.0003296502895639708,5245.5,6.9992
900,-0.00010430700572381865,5.3641136708833595e-05,0.00018758071677705754,0.00019717909742441968,-0.0006503770322671201,0.0003162830870806557,5245.5,6.9991
1000,-0.00013710040693566856,0.00013919870994391625,0.00013037111072939853,0.00018618982484115872,-0.0006350512483532956,0.00031639200977449065,5247.0,6.999
1100,-0.0001505007538615908,0.00013872985581521446,0.00019261753962095292,0.00014076962427404804,-0.000662101864448263,0.00034048559859961407,5247.5,6.9989
1200,-5.837336472919695e-05,-5.128429351904801e-06,0.00014398316151993489,0.00021017892444550983,-0.0005401028637239767,0.00024944257183954176,5248.5,6.9988
1300,-0.00013387227560088429,8.80311827250943e-05,0.0002335280583565559,0.00015555406370383953,-0.0006947472194778932,0.0003515061902932982,5249.5,6.9987
1400,-0.00012073431582473003,5.3163867021236225e-05,0.00026681229715736464,0.00013195020611556953,-0.0006736025723518852,0.0003424105178823963,5251.0,6.9986
1500,-0.00010866441135259398,3.2751246462701944e-05,0.00026284076138639867,0.00014346257826072968,-0.0006633976970472806,0.0003330075222899784,5250.5,6.9985
1600,-0.00011406771596845187,6.125625067644053e-05,0.0002110536387473702,0.00018135277782155637,-0.0006708172418083119,0.00033122229053141397,5250.5,6.9984
1700,-0.00014348581962132442,8.360335763376442e-05,0.0002689788511183733,0.0001766169461737497,-0.000777476397834995,0.00039176306253045634,5251.5,6.9983
1800,-6.73962997338861e-05,-5.8180778344294956e-05,0.00029763375318073507,0.00016670577359817126,-0.0006568412240025162,0.00031807877530173716,5250.5,6.9982
1900,-6.739678126502918e-05,-5.818119403251665e-05,0.0002976358797053859,0.00016670696467293612,-0.0006568459169824983,0.00031808104790165964,5250.5,6.9981
2000,-0.00014667923114498882,0.00011732812357007766,0.00021971713401739389,0.00015083732137398734,-0.0006970440874702246,0.0003558407396538586,5251.5,6.998
2100,-0.00010054828180769242,3.824604807687454e-05,0.00020692935901213405,0.0001941674247035608,-0.0006596144154505084,0.00032081986546553774,5250.0,6.9979
2200,-7.173559772574549e-05,1.138461992535901e-05,0.0001760795872545358,0.0001506782350457394,-0.0005166463570036653,0.0002502395125037124,5248.5,6.9978
2300,-0.0001338818407075823,8.803747250891655e-05,0.00023354474381855235,0.00015556517796323777,-0.0006947968588165571,0.0003515313052334587,5249.5,6.9977
2400,-0.00011407423617290635,6.125975213408866e-05,0.0002110657027470323,0.00018136314409523263,-0.0006708555862733074,0.00033124122346986015,5250.5,6.9976
2500,-0.00014358378229613854,9.352955895811782e-05,0.00027917005567196576,8.462280749294178e-05,-0.0006632588115887388,0.00034952017176189537,5251.5,6.9975
2600,-9.220752585631722e-05,-9.852383820882493e-06,0.00029630423983053114,0.000132373215105586,-0.0006534679344859205,0.0003268503892270066,5249.0,6.9974
2700,-8.016870558981079e-05,-3.0141135241948738e-05,0.00029217875571614475,0.00014391344096227263,-0.0006431969672831602,0.00031741461143645205,5248.5,6.9973
2800,-7.173867327293568e-05,1.1385108022744436e-05,0.00017608713638024923,0.00015068469513001073,-0.0005166685073759465,0.0002502502411158448,5248.5,6.9972
2900,-0.00014722182045630305,0.00010452521289466658,0.00026558367313518627,9.616228089632563e-05,-0.0006713734521539803,0.0003523241056841153,5249.5,6.9971
3000,-0.00010055474818924069,3.8248507726365566e-05,0.00020694266688967185,0.00019417991184540045,-0.0006596568360513286,0.0003208404977791089,5250.0,6.997
3100,-8.504481586121826e-05,7.350250691592203e-06,0.00021625825171624202,0.00019398635185493424,-0.0006411567387774788,0.00030860670037589043,5251.5,6.9969
3200,-0.0001036626983545192,2.5567747522539305e-05,0.0002483083639372458,0.000179681791165719,-0.0006885104303079523,0.00033861522603690665,5253.0,6.9968
3300,-0.00011081624617279018,3.411091175075168e-05,0.00028662062622801174,8.508117235568428e-05,-0.0006126515359582349,0.00031765507179651493,5254.0,6.9967
3400,-0.0001444636924874832,8.432961852494064e-05,0.000313602961496599,4.6018975853793706e-05,-0.0006481550466882913,0.00034866718330032673,5253.5,6.9966
3500,-9.995198698873296e-05,1.5939855925808932e-06,0.00031572052204738126,8.370717314967226e-05,-0.0006214532540190273,0.00032038356021799573,5253.5,6.9965
3600,-0.00011687253119541108,4.793832626773242e-05,0.0002525850539059817,0.00016710825686053546,-0.0006996419427391948,0.0003488828369002904,5253.5,6.9964
3700,-9.677984189046529e-05,2.7067768899645753e-05,0.0002203958050590541,0.00018275152124310433,-0.000651308433153832,0.00031787317984249483,5252.0,6.9963
3800,-0.000127621669346583,8.648070003801703e-05,0.00021424594944299304,0.0001579508568440302,-0.000666731207652059,0.00033567537067354623,5251.5,6.9962
3900,-8.504967813530162e-05,7.350670928378544e-06,0.00021627061586630865,0.00019399744265120172,-0.0006411933956814962,0.00030862434437086035,5251.5,6.9961
4000,-0.00013725666523554426,7.569583488829974e-05,0.00027524748594318776,0.00014075001162130313,-0.0007240500019018679,0.000369613334684632,5252.5,6.996
4100,-9.526770329164845e-05,-2.2875953022818973e-05,0.00033818687898006655,0.00011792539105145994,-0.0006828407147919154,0.0003448721010748147,5252.0,6.9959
4200,-0.0001372586272081859,7.56969168987983e-05,0.00027525142038272755,0.00014075202352854463,-0.0007240603516092316,0.00036961861800738696,5252.5,6.9958
4300,-0.00013725960822618365,7.569745792174176e-05,0.0002752533876655451,0.00014075302951453185,-0.0007240655266293507,0.0003696212597537451,5252.5,6.9957
4400,-0.00013983134638543247,0.00011687013685866658,0.000191746885429004,0.00016665899332890186,-0.0006771690507921552,0.0003417243815609806,5254.5,6.9956
4500,-0.00015775371646718078,0.00011384083952076587,0.00030600080900983033,2.6101968403158607e-05,-0.0006371187537981219,0.0003489288533317699,5254.5,6.9955
4600,-9.995984521441771e-05,1.5941109118219887e-06,0.00031574534399617105,8.371375420792443e-05,-0.0006215021126764874,0.00032040874877489224,5253.5,6.9954
4700,-9.061583521861524e-05,1.9129865085057082e-05,0.00022681958207263798,0.00014728982725769127,-0.0005987109168940508,0.0002960874776972138,5253.0,6.9953
4800,-9.835128930710951e-05,2.3788010432781656e-05,0.00024822192898465816,0.00013477010474905078,-0.0006178484590595654,0.0003094197042001288,5251.5,6.9952
4900,-0.00015053879339465767,9.210933398829356e-05,0.00030714772776367465,8.162101690208437e-05,-0.0007007505711517006,0.0003704112858923334,5252.5,6.9951
5000,-0.00011007716411967107,4.3497495107257256e-05,0.0002523349238893226,0.00012356348447552234,-0.0006279965068755333,0.0003186777675230675,5252.0,6.995
